Entity,Code,Year,Meat,GDP,Population
Philippines,PHL,2001,29.19200134,4492.721191,79626088
Poland,POL,2001,70.34602356,16466.78711,38662860
Portugal,PRT,2001,87.05026245,30756.01953,10371815
Romania,ROU,2001,49.00430298,12920.48047,21797588
Russia,RUS,2001,45.6860466,15378.08984,146235520
Rwanda,RWA,2001,4.895549297,907.2139282,8223950
Saint Kitts and Nevis,KNA,2001,79.33097076,20924.74219,46013
Saint Lucia,LCA,2001,93.31891632,12432.26855,160611
Saint Vincent and the Grenadines,VCT,2001,62.65207291,8785.726563,113653
Samoa,WSM,2001,79.54388428,5119.18457,185542
Sao Tome and Principe,STP,2001,7.93575573,2589.163818,146271
Saudi Arabia,SAU,2001,49.59260178,40393.97266,22085932
Senegal,SEN,2001,12.67382717,2642.686035,9938028
Sierra Leone,SLE,2001,2.521174908,955.302124,4857106
Slovakia,SVK,2001,54.62838364,16205.92969,5376457
Slovenia,SVN,2001,86.54058838,27079.47461,1982489
Solomon Islands,SLB,2001,7.570910931,2018.940918,440403
South Africa,ZAF,2001,39.0300293,11181.68945,47229712
South Korea,KOR,2001,42.27511597,23893.89648,47064784
Spain,ESP,2001,113.5530243,35874.75391,40966448
Sri Lanka,LKA,2001,6.261201859,5816.474121,18920278
Suriname,SUR,2001,39.12437439,13456.20605,487402
Sweden,SWE,2001,70.10269165,41103.72656,8896748
Switzerland,CHE,2001,72.51980591,59944.77734,7224413
Tajikistan,TJK,2001,8.27118969,1428.36853,6408813
Tanzania,TZA,2001,8.727340698,1456.566772,35414464
Thailand,THA,2001,25.1326313,10053.81543,63649892
Timor,TLS,2001,37.88578415,2658.01123,893003
Togo,TGO,2001,9.249245644,1667.653809,5145430
Trinidad and Tobago,TTO,2001,43.96289063,17583.6543,1338576
Tunisia,TUN,2001,26.3328228,8045.366211,9995115
Turkey,TUR,2001,20.19094276,14330.41797,65072016
Turkmenistan,TKM,2001,35.59548187,4772.176758,4635100
Uganda,UGA,2001,11.57244205,1286.170654,24763328
Ukraine,UKR,2001,28.32780075,8242.703125,48414536
United Arab Emirates,ARE,2001,70.92401123,98621.53906,3454204
United Kingdom,GBR,2001,78.85054016,39569.15234,59092016
United States,USA,2001,122.0212936,50126.71875,285470496
Uruguay,URY,2001,86.39970398,13901.99414,3300938
Uzbekistan,UZB,2001,20.3822403,3052.281494,25248440
Vanuatu,VUT,2001,35.39086533,2897.359131,197043
Vietnam,VNM,2001,25.60911179,3105.643555,79817768
World,OWID_WRL,2001,36.38750076,11206.16016,6230747136
Zambia,ZMB,2001,13.33506298,2042.537476,10191966
Zimbabwe,ZWE,2001,17.97704697,4400.328125,11910981
